,sentiment,content
2750,sadness,I'm SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i'm alone on maui
10648,sadness,"Had some fun in the sun,, Im not seeing my tan yet though      I want chocolate!"
28,sadness,Fudge.... Just BS'd that whole paper.... So tired.... Ugh I hate school.....  time to sleep!!!!!!!!!!!
522,sadness,I don't want her to leave..
15517,sadness,i'm sad...i'll miss you grandma angie.. you were always like a 3rd grandma to me..
11806,sadness,@CrypticIrnAngel Sad  nothing.
9839,sadness,"Wow, my bed is SO comfy &amp; my nap has been much too short. Getting up for work = do not want."
11613,sadness,Battery is going to die!
6516,sadness,@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family...
16648,sadness,"@mitchelmusso i want to but i can't call you cause i live in argentina  I really really love you mitchel! You're AWESOME, you Rock!?"
6656,sadness,i need new running shoes!! my feet are completely torn up
15850,sadness,Awake and wishing I wasn't. Feel like my head may explode. Going to try to go back to sleep.
3413,sadness,"oooh battlestar galactica is on the other channel. it's the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him"
18689,sadness,wants to hear his voice
3296,sadness,"Felt like crap, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick."
4345,sadness,@AsiaRain22 @ the expensive of their workers welfare  other than that they are the shit !
22517,sadness,day started off bad but got better
11622,sadness,disappointed the didnt win teh glasses.
13799,sadness,came online for a big cause. ruined
13338,sadness,@bloodyironist that sucks.  But woot for Misha.
2188,sadness,Another boring meeting to attend
18583,sadness,poor bretty.  but yay phils
26155,sadness,"has a lot to catch up on from the weekend! The BHR hosts have been busy, busy, busy  http://plurk.com/p/rqpl7"
2008,sadness,also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck
14791,sadness,is feeling rather lonely and broke...oh wait...I am lonely and broke.
12330,sadness,Why is it that &quot;shipping &amp; handleing&quot; are soooo expensive??? It is more than 50% of my entire order! Not ordering yet.
812,sadness,@maliciousmandy1 Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday
29514,sadness,"it gets worse every year and 2010/2011 will be the worst. oh, and 6 months today!"
1188,sadness,Waiting on the bus! I miss my car
17109,sadness,"@dougiemcfly Have a great show Doug, have fun. Im sorry that I wont be there to watch you"
9418,sadness,"want my new lappytop now, but the site says it won't be here till 6/9"
13038,sadness,@ringqvist seriously...it only gets sadder
18231,sadness,@drbri I'm not sure as I've never used it. Sorry
14361,sadness,facebook is being a bitch
14591,sadness,I want some pineapple! I miss my baby
28918,sadness,IM FEELIN RITE.. THE MOOD FLOR TWITTER AFTER DARK...
432,sadness,@meljachin: eww. dislike
19979,sadness,@Bookfoolery they used to have a Book Expo in Canada (Toronto) but the cancelled it this year  #BEAtwittyparty #BEAtwittyparty
9525,sadness,my followers went from 22 to 20  i'd follow you back but i cant do anything till i get interwebnet! I want more followers. Im interesting!
15144,sadness,@smiley_steph boo  I miss you! It's been ages. Once I get Internet back I'll try to fix ALO haha it likes to act up from time to time...
17398,sadness,"@rmetalbroad belay the swimsuit, hot tub won't be ready this weekend.  sadness"
3539,sadness,@sixjaw i can so sympathise with that
28134,sadness,Big Sugar = yet another '90's bandwagon I was too late to get on. Next S&amp;D BNL should reunite them (kind of like they did for the Odds).
5227,sadness,Experiencing pain with paginating ASP.NET ListView controls
21533,sadness,@andypiper I have not been aquired... It's just a new oppertunity. Sorry if they don't support mac. I won't tell more
441,sadness,missed iron chef
6110,sadness,"@ecorazzi Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!"
16825,sadness,"Well, I effed the iphone.  It was nice knowing you"
15420,sadness,"@daltnnn woof, I wish I was allowed to go"
6109,sadness,Well thats that then. Exam failed and bsc gone
1401,sadness,aww my poor tank friend.    his guild is fucking him over after promising him main OT. he barely even gets to go now.  ;_;
15732,sadness,so sad that no friends everyday for a long ass time
17315,sadness,"very much disappointed with the angels and demons movie  shame, it was a great book"
5958,sadness,@ingek73 I'm on blip but can't get it to work on me iPhone
7173,sadness,I can't comment directly to someone...... and I'm here all alone
21428,sadness,had my first day at work and im not excited about the lay out of the place and where everything is.. o well its a job
2902,sadness,Is now crying  Omg I am fed up with this pain !!!
2453,sadness,@xxsteebiexx lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors
1342,sadness,I wish my grandmother had taken me to the US with her
13254,sadness,@shanedawson Sadly I live in Scotland though Shane  &lt;/3
3092,sadness,@subray put me right off my scrambled egg breakfast  #fartingloud
29100,sadness,@gheekchik hmmm...the one restaurant/one grocery is sad. not the dukbolgi.
9263,sadness,"im sooo sore... my back hurts, my legs are weak, and im dehydrated. i have to go set up my moms furniture... gay!!!!"
18931,sadness,headaches are dumb.
6958,sadness,"Had drums, but they where made up of other peoples sets, so, had to give them all back"
854,sadness,@lozzyx NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/
3756,sadness,@gemmak500 Know exactly what you mean  I've lost too many friends. I do feel for you all
19566,sadness,"is trying to deny that she's beginning to miss him -- more and more, each and every single day that their apart  ... i need Sprite! HAHA!"
7637,sadness,@DanielFielding Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!
8369,sadness,"just got back from NOM NOM's at our favourite restaurant here in Haarlem. I'm sad, I will miss eating there, the food is INCREDIBLE"
19901,sadness,Josie's out of surgery. She's now officially unable to procreate. And She's way out of it... Poor medicated baby
17124,sadness,"sigh.. stayed up late cause was on a role w/ assessment, now I'm so tired my eyes r stinging &amp; my head hurts.. &amp; I still need 500 words"
11119,sadness,"after bragging about kitten cuteness, my cat never came home  i wanna throw up"
5189,sadness,@tinogomes @MarceloN passed away
3958,sadness,"@Smileyquanta oh, is it good? I've been wanting to watch that movie but nooobody would watch it w/me"
7481,sadness,My sunglasses broke
10218,sadness,@lancearmstrong any chance of seeing you at a race in germany? unfortunately hardly any tv &amp; news coverage of cycling here anymore!
5633,sadness,"Again, I'm stuck in traffic jams ... Somewhat starting to be the same situation every day. That's sad, really"
10251,sadness,Im in science!! very boring
20162,sadness,Sigh. I'm getting off the computer now to do even MORE homework... Bye
10338,sadness,Ugly betty was sooooooo sad!!!
7996,sadness,@dorritos @repressd i get migranes.. so @repressd.. that leaves you to either arthritis and/or gout!
270,sadness,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
16289,sadness,Iï¿½m JBobsessed  xD I miss them soooooo much!  They should have a live web cast on bookface ?  EVERY thursday xD
13764,sadness,"@mitchelmusso it's so sad, i'd love to talk to you but i live in the uk  can't wait for the new album, please say hi to me xxx"
10272,sadness,@deevazquez Lol. She's offering me a case of guiness!  can you one up her? If you buy me two I'll stay. Let's start the bidding wars
10275,sadness,"watched prison break special, such a sad ending"
4761,sadness,#asylm yay registered but lost all my friends
4031,sadness,"@dwhelan I've wondered about rake to.  The client has made it clear .NET only, don't force devs to learn a new lang  #agile #ccnet"
5616,sadness,@hippyofdoom I didn't even get a chance to shop @ Aldi!
19756,sadness,@mlpband my heart just broke a little ... and by a little i mean a lot
27292,sadness,Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left
7897,sadness,skype call with billie but my webcam dont work
14193,sadness,@itslisali Too bad I can't come!  Enjoy urself tho.
18033,sadness,@jjooss I think he is :[ wish we could give him a tear or some blood to make him feel better
12705,sadness,@gfalcone601 Britain's Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! xx
18515,sadness,Xfiles disc doesn't work.. Rippin
14855,sadness,I just spent 45 minutes at the book store. I only bought one book.
5515,sadness,Life can get soo Dull sometimes what do you do when u have no 1 around  x
16069,sadness,@bogwhoppit Aw  yes we had it out for weeks got asked to return it in end! I wish they had just bought it for me! never mind ??
9340,sadness,"@hereprettykitty You mustv'e read my mind. I WAS going, but now it's thunderstorming AND I have to pick up the boys from the bus stop"
17962,sadness,Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.
18807,sadness,Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p
19418,sadness,@mssbxny artery tomorrow. No more Hagen Daz for me
27110,sadness,"@Da7e Man, that sucks and I feel your pain... if you were local, I'd buy you a cup of coffee."
1448,sadness,"I feel sick..like don't wanna get out of bed, be bothered, don't go 2 work, turn da light off, pull da shades n tv off type of sick"
22710,sadness,@ChloeCazRhi why thankyouu!
15262,sadness,"all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles."
19437,sadness,i want to join drama practice today but i can't
27481,sadness,apparently im not getting drives to school in the morning anymore? well my dad left so no school for me this morning.. watching twilight
18182,sadness,"@rosegraymusic Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn't cut it anymore."
8096,sadness,@GLAMvoy Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back
6032,sadness,@jodywhitesides So sorry I missed it!
10054,sadness,@BonesCrazy24 I've had the week off too...but I have Biology  exams to revise for so my Bones time is limited
18442,sadness,@Impala_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie
2150,sadness,mom is ok so far. just missing jaron
2423,sadness,Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!
19929,sadness,@LaurenLovesJB You can't.  My Grandma will probably be on the phone. So get on AIM!
7922,sadness,"@inlovewitharmy What timeeee? My mom says I have to do something daw tomorrow, eh. But we're never compelte!"
11282,sadness,the japanese exchange student is the cutest thing i've ever seen. seriously HAHA i want to put her in my pocket&amp;keep her D:
